Stim,Bard,Bard 0 or 1,Bard Continuous,GPT-3.5,GPT-3.5 0 or 1,GPT-3.5 Continuous,GPT-4,GPT-4 0 or 1,GPT-4 Continuous,Class,Humans Continuous,SD,N,EAT,USF,Both,LSA,Numletts,Gfrqs,Log_gfrqs,W1frq,W2frq,Wordfrq_sum,Logw1frq,Logw2frq,Logwordfrq_sum,pairs,Word2Vec,GloVe,Taxonomic
the cranberry juice.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,4,0,29,,,,0.28,14,95920,4.98,10,365,375,1,2.56,3.56,cranberry juice,0.360228941,0.54710834,0.731350246
the cranberry salad.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,4,1,3.52,0.87,29,,,,0.5,14,2190,3.34,10,281,291,1,2.45,3.45,cranberry salad,0.378851521,0.407331165,0.588152548
the crate dog.,Nonsense,0,2,Makes Sense,1,2,Makes Sense,1,2,-1,0.96,1.2,28,0,,0,0.38,8,3484,3.54,48,1285,1333,1.68,3.11,4.79,crate dog,0.404899003,0.213498295,0.297579458
the crate door.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3,1,2.5,1.67,28,0,,0,0.3,9,1950,3.29,48,5891,5939,1.68,3.77,5.45,crate door,0.318939671,0.238249706,0.384340432
the crate milk.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1,-1,1.62,1.29,29,0.02,,0.02,0.1,9,63,1.81,48,1868,1916,1.68,3.27,4.95,crate milk,0.204130856,0.313660995,0.364464696
the crib home.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,2,-1,0.71,1.12,28,0,0,0,0.15,8,90,1.96,19,8831,8850,1.28,3.95,5.22,crib home,0.2412122,0.060493477,0.303711758
the crib sheet.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4,1,2.54,1.48,28,0.01,0,0,0.07,9,39505,4.6,19,616,635,1.28,2.79,4.07,crib sheet,0.250584608,0.331579046,0.405224732
the crocodile baby.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1,-1,3.24,0.99,29,0,0,0,0.1,13,0,0,70,3281,3351,1.85,3.52,5.36,crocodile baby,0.259655845,0.191522462,0.452617744
the crown gold.,Nonsense,0,4,Makes Sense,1,2,Makes Sense,1,3,-1,1.38,1.01,29,0.02,0,0.01,0.22,9,643,2.81,436,1575,2011,2.64,3.2,5.84,crown gold,0.315220166,0.405211016,0.397582611
the crown jewel.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,4,1,3.32,0.98,28,0.01,0.134,0.07,0.14,10,74701,4.87,436,50,486,2.64,1.7,4.34,crown jewel,0.347036906,0.412400182,0.425388745
the crown prince.,Makes Sense,1,4,Makes Sense,1,2,Makes Sense,1,4,1,2.67,1.54,27,0.01,0,0,0.31,11,67589,4.83,436,592,1028,2.64,2.77,5.41,crown prince,0.230388275,0.533236386,0.384820944
the cucumber nose.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,0,1,0.32,0.55,28,,0,0,0.08,12,0,0,54,1307,1361,1.73,3.12,4.85,cucumber nose,0.197819334,0.060002718,0.214041927
the cucumber salad.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4,1,3.96,0.19,27,,0.135,0.14,0.51,13,17833,4.25,54,281,335,1.73,2.45,4.18,cucumber salad,0.627819634,0.55537482,0.71556645
the cucumber sea.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,1,-1,0.5,0.79,28,,0,0,0.03,11,238,2.38,54,2872,2926,1.73,3.46,5.19,cucumber sea,0.145152955,0.253436317,0.122420358
the cycle clock.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1,-1,0.75,1.04,28,,0,0,0.03,10,2565,3.41,471,637,1108,2.67,2.8,5.48,cycle clock,0.202789677,0.378030912,0.504379545
the cycle hurricane.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1,-1,1.03,1.02,29,,0,0,0.07,14,0,0,471,64,535,2.67,1.81,4.48,cycle hurricane,0.109728212,0.137859016,0.303567209
the cycle moon.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,-1,0.76,0.87,29,,0,0,0.03,9,60,1.79,471,951,1422,2.67,2.98,5.65,cycle moon,0.122179507,0.168202131,0.366468622
the cycle stage.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,1,0.97,1.4,29,,0,0,0.4,10,14592,4.16,471,2528,2999,2.67,3.4,6.08,cycle stage,0.216858496,0.327404716,0.498756088
the deer body.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2,1,3.24,1.27,29,0,0,0,0.02,8,1074,3.03,210,5243,5453,2.32,3.72,6.04,deer body,0.119857451,0.0893702,0.253576951
the deer lake.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3,1,1.17,1.26,29,0,0,0,0.19,8,1869,3.27,210,718,928,2.32,2.86,5.18,deer lake,0.307242201,0.303326228,0.350210461
the deer leg.,Nonsense,0,3,Makes Sense,1,2,Nonsense,0,1,1,3.59,0.95,29,0,0,0,0.15,7,782,2.89,210,1137,1347,2.32,3.06,5.38,deer leg,0.142486262,0.086017584,0.241911721
the deer meat.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,1,3.97,0.19,29,0.01,0,0,0.35,8,17842,4.25,210,1280,1490,2.32,3.11,5.43,deer meat,0.345604191,0.29134427,0.367050533
the diamond bracelet.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,4,1,4,0,28,0,0,0,0.13,15,95030,4.98,140,65,205,2.15,1.81,3.96,diamond bracelet,0.350070849,0.380900034,0.641815306
the diamond ear.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,2,1,1.1,1.21,29,0,0,0,0.02,10,3342,3.52,140,751,891,2.15,2.88,5.02,diamond ear,0.160249904,0.147829753,0.33481554
the diamond necklace.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,4,1,4,0,28,0,0.011,0.01,0.18,15,88901,4.95,140,41,181,2.15,1.61,3.76,diamond necklace,0.346734654,0.50790327,0.635453619
the diamond queen.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,3,1,2.55,1.45,29,0,0,0,0.08,12,518,2.72,140,889,1029,2.15,2.95,5.1,diamond queen,0.199377715,0.23214368,0.358087894
the diamond tennis.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,1,1,0.41,0.82,29,0,0,0,0.16,13,34517,4.54,140,398,538,2.15,2.6,4.75,diamond tennis,0.194783914,0.230449276,0.309699827
the dime bag.,Makes Sense,1,1,Nonsense,0,1,Makes Sense,1,1,1,3.07,1.39,29,0,0,0,0.41,7,4922,3.69,66,1122,1188,1.82,3.05,4.87,dime bag,0.20899683,0.303015599,0.394576165
the dish candy.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,-1,1.57,1.1,28,0,0,0,0.37,9,124,2.1,390,113,503,2.59,2.05,4.64,dish candy,0.171041772,0.281431941,0.616618765
the dish cheese.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,1,-1,0.86,1.03,29,0,0,0,0.51,10,134,2.13,390,497,887,2.59,2.7,5.29,dish cheese,0.369113884,0.490171798,0.735209171
the dish chicken.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,-1,0.68,0.94,28,0,0,0,0.55,11,951,2.98,390,534,924,2.59,2.73,5.32,dish chicken,0.39793922,0.559958666,0.707407277
the dish dog.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,1,-1,0.46,0.74,28,0.01,0,0,0.23,7,497,2.7,390,1285,1675,2.59,3.11,5.7,dish dog,0.150913033,0.240466022,0.334641953
the dish face.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1,1,1,1.33,28,0,0,0,0.14,8,482,2.68,390,8000,8390,2.59,3.9,6.49,dish face,0.093606128,0.085805744,0.272310194
the dish kitchen.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1,-1,1.03,1.05,29,0,0,0,0.49,11,283,2.45,390,1890,2280,2.59,3.28,5.87,dish kitchen,0.447447392,0.402381452,0.359941133
the dish oven.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2,-1,1.07,1.25,28,0,0,0,0.59,8,59,1.78,390,321,711,2.59,2.51,5.1,dish oven,0.424167304,0.508744519,0.626006745
the dish salad.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,2,-1,1.21,1.13,28,0.02,0,0.01,0.66,9,2786,3.45,390,281,671,2.59,2.45,5.04,dish salad,0.583583047,0.531278046,0.826258056
the dish salmon.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3,-1,0.72,0.96,29,0,0,0,0.09,10,0,0,390,216,606,2.59,2.33,4.93,dish salmon,0.180294407,0.291638201,0.583328918
the dish soap.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,1,3.96,0.19,28,0,0,0,0.26,8,38270,4.58,390,367,757,2.59,2.56,5.16,dish soap,0.22514553,0.359245843,0.409101368
the doctor jail.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,0,-1,0.74,1.02,27,0,0,0,0.05,10,0,0,2376,530,2906,3.38,2.72,6.1,doctor jail,0.202377686,0.269767392,0.186970115
the doctor witch.,Makes Sense,1,3,Nonsense,0,2,Nonsense,0,1,-1,0.93,0.96,29,0,0,0,0.16,11,140,2.15,2376,279,2655,3.38,2.45,5.82,doctor witch,0.304271852,0.314779648,0.522048814
the dog bed.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.62,0.78,29,0,0,0,0.1,6,66280,4.82,1285,4376,5661,3.11,3.64,6.75,dog bed,0.20662018,0.300845306,0.345009146
the dog body.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1,1,2.89,1.29,28,0,0,0,0.04,7,3016,3.48,1285,5243,6528,3.11,3.72,6.83,dog body,0.197146885,0.235399446,0.416859348
the dog book.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2,1,2.52,1.66,29,0,0,0,0.03,7,7240,3.86,1285,4932,6217,3.11,3.69,6.8,dog book,0.085556083,0.30554295,0.349064678
the dog bull.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,-1,0.86,1.06,29,0,0,0,0.16,7,694,2.84,1285,378,1663,3.11,2.58,5.69,dog bull,0.284767485,0.390514746,0.716651985
the dog chair.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,1,1.83,1.63,29,0,0,0,0.09,8,273,2.44,1285,1876,3161,3.11,3.27,6.38,dog chair,0.089380576,0.181471657,0.272817014
the dog chocolate.,Makes Sense,1,1,Makes Sense,1,3,Nonsense,0,1,-1,0.64,1.19,28,0,0,0,0.19,12,942,2.97,1285,232,1517,3.11,2.37,5.47,dog chocolate,0.304887178,0.291343413,0.3306481
the dog corn.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,0,-1,0.64,0.95,28,0,0,0,0.05,7,94,1.98,1285,445,1730,3.11,2.65,5.76,dog corn,0.162368847,0.188886247,0.309715277
the dog crate.,Nonsense,0,3,Makes Sense,1,2,Makes Sense,1,3,1,3.1,1.42,29,0,0,0,0.38,8,32248,4.51,1285,48,1333,3.11,1.68,4.79,dog crate,0.404899003,0.213498295,0.297579458
the dog dish.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,4,1,3.83,0.76,29,0,0,0,0.23,7,8256,3.92,1285,390,1675,3.11,2.59,5.7,dog dish,0.150913033,0.240466022,0.334641953
the dog door.,Nonsense,0,2,Nonsense,0,2,Makes Sense,1,1,1,3.45,1.15,29,0,0,0,0.13,7,47041,4.67,1285,5891,7176,3.11,3.77,6.88,dog door,0.199663886,0.27411372,0.279471269
the dog face.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2,1,3.1,1.29,29,0,0,0,0.08,7,5665,3.75,1285,8000,9285,3.11,3.9,7.01,dog face,0.097053188,0.24653085,0.39002238
the dog flea.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,3,1,2.86,1.27,29,0,0,0,0.46,7,7883,3.9,1285,30,1315,3.11,1.48,4.59,dog flea,0.361241205,0.333911121,0.540986769
the dog magazine.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1,1,3.79,0.42,28,0,0,0,0.04,11,4936,3.69,1285,703,1988,3.11,2.85,5.96,dog magazine,0.071129819,0.174397149,0.247785752
the dog mother.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1,-1,2.52,1.33,29,0,0,0,0.12,9,3230,3.51,1285,7356,8641,3.11,3.87,6.98,dog mother,0.345503011,0.338343454,0.470983607
the dog pet.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,-1,1.45,1.09,29,0.01,0,0,0.6,6,18366,4.26,1285,242,1527,3.11,2.38,5.49,dog pet,0.716478542,0.629159849,0.778110845
the dog picture.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,3,1,3.31,1.14,29,0,0,0,0.09,10,25134,4.4,1285,1905,3190,3.11,3.28,6.39,dog picture,0.089016338,0.193377631,0.374368056
the dog police.,Nonsense,0,1,Makes Sense,1,3,Nonsense,0,1,-1,2.25,1.38,28,0,0,0,0.06,9,779,2.89,1285,3770,5055,3.11,3.58,6.69,dog police,0.24657711,0.241647231,0.326633781
the dog pool.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,2,-1,2.29,1.3,28,0,0,0,0.18,7,538,2.73,1285,620,1905,3.11,2.79,5.9,dog pool,0.156164994,0.219083414,0.346733625
the dog puppy.,Makes Sense,1,2,Makes Sense,1,4,Makes Sense,1,2,-1,1.86,1.19,29,0,0.115,0.06,0.76,8,11906,4.08,1285,87,1372,3.11,1.94,5.05,dog puppy,0.810642837,0.593606166,0.787731429
the dog school.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2,1,2.72,1.58,29,0,0,0,0.06,9,5205,3.72,1285,6984,8269,3.11,3.84,6.95,dog school,0.08423781,0.138407586,0.171921844
the dog sheep.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,-1,0.76,0.87,29,0,0,0,0.12,8,1430,3.16,1285,718,2003,3.11,2.86,5.97,dog sheep,0.39550023,0.436516157,0.751963211
the dog sled.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4,-1,3.75,0.7,28,0,0,0,0.56,7,36448,4.56,1285,14,1299,3.11,1.15,4.26,dog sled,0.324897069,0.489169956,0.352323536
the dog toilet.,Nonsense,0,1,Makes Sense,1,3,Nonsense,0,1,1,1.62,1.35,29,0,0,0,0.04,9,1105,3.04,1285,415,1700,3.11,2.62,5.73,dog toilet,0.24577021,0.225266501,0.30481671
the dollar book.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,1,1.68,1.47,28,0,0,0,0.1,10,3589,3.56,263,4932,5195,2.42,3.69,6.11,dollar book,0.066333723,0.131250523,0.147438636
the dollar cab.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,1,1.54,1.4,28,0,0,0,0.06,9,1140,3.06,263,178,441,2.42,2.25,4.67,dollar cab,0.069003822,-0.04393555,0.130121398
the dollar coin.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,3,1,3.11,1.34,28,0.02,0,0.01,0.5,10,29850,4.47,263,140,403,2.42,2.15,4.57,dollar coin,0.309751347,0.295115046,0.275465979
the dollar gun.,Makes Sense,1,1,Makes Sense,1,2,Nonsense,0,1,1,1.04,1.07,28,0,0,0,0.09,9,1225,3.09,263,1138,1401,2.42,3.06,5.48,dollar gun,0.069024681,0.071722818,0.1621198
the dollar picture.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2,1,1.32,1.25,28,0,0,0,0.04,13,1429,3.16,263,1905,2168,2.42,3.28,5.7,dollar picture,0.100363501,0.210788525,0.118508562
the dollar television.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1,1,0.79,1.37,28,0,0,0,0.05,16,1168,3.07,263,2033,2296,2.42,3.31,5.73,dollar television,0.127481403,0.150651121,0.107800492
the dolphin river.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2,-1,0.97,1.32,29,0,0,0,0.03,12,0,0,24,1938,1962,1.38,3.29,4.67,dolphin river,0.265291672,0.212163489,0.229110392
the donkey meat.,Nonsense,0,2,Makes Sense,1,2,Makes Sense,1,2,1,2.59,1.5,27,0,0,0,0.05,10,1585,3.2,162,1280,1442,2.21,3.11,5.32,donkey meat,0.245038825,0.196518221,0.332518621
the door barn.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1,-1,1.21,1.35,29,0,0,0,0.32,8,243,2.39,5891,186,6077,3.77,2.27,6.04,door barn,0.299614111,0.369741759,0.511821432
the door bedroom.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,3,-1,1.38,1.21,29,0,0,0,0.68,11,779,2.89,5891,1000,6891,3.77,3,6.77,door bedroom,0.383681794,0.487156021,0.553984544
the door bell.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4,1,3.93,0.37,29,0.01,0.011,0.01,0.36,8,48068,4.68,5891,507,6398,3.77,2.71,6.48,door bell,0.174732146,0.260268238,0.37858703
the door cabin.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2,-1,0.79,0.82,29,0,0,0,0.29,9,333,2.52,5891,485,6376,3.77,2.69,6.46,door cabin,0.334853007,0.401320975,0.609293854
the door cage.,Nonsense,0,2,Nonsense,0,3,Nonsense,0,2,-1,1,1.09,28,0,0,0,0.42,8,714,2.85,5891,225,6116,3.77,2.35,6.12,door cage,0.300676252,0.328454134,0.595884405
the door cat.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1,-1,0.93,1.14,27,0,0,0,0.22,7,909,2.96,5891,739,6630,3.77,2.87,6.64,door cat,0.215620275,0.228989659,0.280524115
the door church.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,2,-1,0.64,0.99,28,0,0,0,0.07,10,259,2.41,5891,2844,8735,3.77,3.45,7.22,door church,0.203579882,0.319817344,0.325312444
the door coin.,Nonsense,0,1,Nonsense,0,2,Nonsense,0,0,-1,0.39,0.69,28,0,0,0,0.02,8,58,1.77,5891,140,6031,3.77,2.15,5.92,door coin,0.150764631,0.177025906,0.220348177
the door crate.,Nonsense,0,1,Makes Sense,1,2,Nonsense,0,3,-1,1.03,1.24,29,0,0,0,0.3,9,161,2.21,5891,48,5939,3.77,1.68,5.45,door crate,0.318939671,0.238249706,0.384340432
the door dog.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1,-1,1.43,1.48,28,0,0,0,0.13,7,4651,3.67,5891,1285,7176,3.77,3.11,6.88,door dog,0.199663886,0.27411372,0.279471269
the door headlight.,Nonsense,0,2,Nonsense,0,3,Nonsense,0,1,-1,0.45,0.91,29,0,0,0,0.01,13,0,0,5891,20,5911,3.77,1.3,5.07,door headlight,0.270358601,0.189206917,0.563648396
the door house.,Makes Sense,1,4,Makes Sense,1,2,Nonsense,0,3,-1,1.24,1.27,29,0.03,0.011,0.02,0.37,9,3715,3.57,5891,8601,14492,3.77,3.93,7.7,door house,0.426009784,0.429807852,0.432166761
the door key.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.1,1.29,29,0.01,0.011,0.01,0.22,7,18660,4.27,5891,1281,7172,3.77,3.11,6.88,door key,0.150562342,0.292699225,0.323896735
the door kitchen.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2,-1,1.28,1.16,29,0,0,0,0.5,11,6120,3.79,5891,1890,7781,3.77,3.28,7.05,door kitchen,0.37743761,0.44406844,0.591218499
the door library.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,2,-1,1.07,1.27,28,0,0,0,0.07,11,352,2.55,5891,942,6833,3.77,2.97,6.74,door library,0.180602999,0.182531986,0.314592564
the door milk.,Nonsense,0,2,Nonsense,0,1,Nonsense,0,0,-1,0.38,0.86,29,0,0,0,0.09,8,100,2,5891,1868,7759,3.77,3.27,7.04,door milk,0.058613872,0.158850499,0.173668545
the door oven.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2,-1,1.21,1.34,28,0,0,0,0.2,8,304,2.48,5891,321,6212,3.77,2.51,6.28,door oven,0.255194332,0.224720292,0.44791845
the door pet.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,-1,0.48,0.91,29,0,0,0,0.16,7,3809,3.58,5891,242,6133,3.77,2.38,6.15,door pet,0.114152135,0.17793287,0.228221721
the door prison.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2,-1,0.82,1.12,28,0,0,0,0.13,10,249,2.4,5891,1239,7130,3.77,3.09,6.86,door prison,0.079848041,0.196445983,0.286190666
the door refrigerator.,Makes Sense,1,3,Nonsense,0,2,Nonsense,0,1,-1,0.89,1.1,28,0,0,0,0.22,16,9893,4,5891,152,6043,3.77,2.18,5.95,door refrigerator,0.386928422,0.351807491,0.470024234
the door screen.,Makes Sense,1,2,Nonsense,0,2,Makes Sense,1,3,-1,3,1.41,28,0,0,0,0.13,10,5333,3.73,5891,518,6409,3.77,2.71,6.48,door screen,0.193158447,0.37436405,0.520311534
the door stage.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1,-1,0.69,0.85,29,0,0,0,0.01,9,508,2.71,5891,2528,8419,3.77,3.4,7.17,door stage,0.178320096,0.282244033,0.346883186
the dove soap.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,1,1,3.54,0.74,28,0,0.086,0.04,0.06,8,2176,3.34,52,367,419,1.72,2.56,4.28,dove soap,0.0168663,0.313957277,0.308696164
the drawer kitchen.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,3,-1,1.24,1.12,29,0,0,0,0.2,13,332,2.52,272,1890,2162,2.43,3.28,5.71,drawer kitchen,0.437213761,0.410883215,0.69018268
the drawer knife.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,3,-1,1.25,1.4,28,0,0,0,0.12,11,214,2.33,272,663,935,2.43,2.82,5.26,drawer knife,0.376212521,0.327999802,0.476254745
the dress clothes.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3,1,3.59,1.05,29,0.07,0.055,0.06,0.73,12,24997,4.4,1516,2225,3741,3.18,3.35,6.53,dress clothes,0.587777466,0.632072013,0.586012443
the dress jeans.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,3,1,2.79,1.29,29,0,0,0,0.64,10,1283,3.11,1516,229,1745,3.18,2.36,5.54,dress jeans,0.590655808,0.587861543,0.601046733
the dress mother.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1,-1,0.76,1.24,29,0,0,0,0.28,11,4973,3.7,1516,7356,8872,3.18,3.87,7.05,dress mother,0.206548372,0.2755569,0.171583831
the dress ship.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,0,-1,0.45,0.91,29,0,0,0,0.01,9,865,2.94,1516,793,2309,3.18,2.9,6.08,dress ship,0.055039882,0.125089477,0.254298037
the dress shirt.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2,1,3.79,0.77,29,0,0.016,0.01,0.61,10,167155,5.22,1516,812,2328,3.18,2.91,6.09,dress shirt,0.460704928,0.581030455,0.637349754
the dress summer.,Nonsense,0,3,Makes Sense,1,2,Nonsense,0,1,-1,1,1.24,27,0,0,0,0.18,11,592,2.77,1516,2165,3681,3.18,3.34,6.52,dress summer,0.094827108,0.213653102,0.126392332
the dress sun.,Nonsense,0,1,Makes Sense,1,2,Nonsense,0,2,-1,0.93,1.02,28,0,0,0,0.1,8,218,2.34,1516,2689,4205,3.18,3.43,6.61,dress sun,0.113548696,0.150079604,0.253106024
the dress swan.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1,-1,0.36,0.68,28,0,0,0,0.17,9,43,1.64,1516,92,1608,3.18,1.96,5.14,dress swan,0.223747036,0.15076035,0.239432303
the dress tennis.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,-1,0.93,1.16,29,0,0,0,0.24,11,255,2.41,1516,398,1914,3.18,2.6,5.78,dress tennis,0.106946848,0.159283299,0.141092766
the duck blood.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1,1,2.71,1.49,28,0,0,0,0.02,9,1480,3.17,174,2536,2710,2.24,3.4,5.64,duck blood,0.107615435,0.099016719,0.301592823
the duck meat.,Makes Sense,1,2,Nonsense,0,2,Makes Sense,1,2,1,3.25,1.21,28,0,0,0,0.15,8,6241,3.8,174,1280,1454,2.24,3.11,5.35,duck meat,0.302386452,0.36404452,0.465954082
the duck pet.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3,-1,1.07,1.13,29,0,0,0,0.37,7,69,1.85,174,242,416,2.24,2.38,4.62,duck pet,0.299512257,0.266133644,0.533611832
the duck pond.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4,1,3.71,0.6,28,0.09,0.243,0.17,0.34,8,25782,4.41,174,257,431,2.24,2.41,4.65,duck pond,0.253245663,0.327010937,0.342165962
the duck soup.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,2,1,3.36,1.06,28,0.01,0.074,0.04,0.23,8,5606,3.75,174,362,536,2.24,2.56,4.8,duck soup,0.333151707,0.346942401,0.435822251
the duck tape.,Nonsense,0,3,Makes Sense,1,2,Nonsense,0,3,1,2.64,1.54,28,0,0,0,0.07,8,16909,4.23,174,508,682,2.24,2.71,4.95,duck tape,0.079803169,0.194285786,0.363111061
the dwarf guy.,Makes Sense,1,3,Nonsense,0,2,Nonsense,0,1,1,2.39,1.34,28,0,0,0,0.02,8,368,2.57,129,465,594,2.11,2.67,4.78,dwarf guy,0.204200496,0.029698477,0.338776683
the dwarf helmet.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1,1,1.3,1.1,27,0,0,0,0.13,11,0,0,129,166,295,2.11,2.22,4.33,dwarf helmet,0.013590804,0.070391685,0.296497702
the dwarf pea.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,0,1,1.46,1.35,28,0,0,0,0.12,8,721,2.86,129,30,159,2.11,1.48,3.59,dwarf pea,0.308979488,0.246001692,0.25563578
the dwarf star.,Nonsense,0,4,Makes Sense,1,3,Makes Sense,1,4,1,2.32,1.83,28,0.01,0,0,0.25,9,16701,4.22,129,952,1081,2.11,2.98,5.09,dwarf star,0.257236789,0.354995068,0.314141668
the ear candy.,Nonsense,0,3,Nonsense,0,2,Nonsense,0,1,1,1.07,1.54,27,0,0,0,0.07,8,20898,4.32,751,113,864,2.88,2.05,4.93,ear candy,0.172226454,0.253125762,0.276471962
the ear diamond.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2,-1,1.46,1.26,28,0,0,0,0.02,10,0,0,751,140,891,2.88,2.15,5.02,ear diamond,0.160249904,0.147829753,0.33481554
the ear elephant.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,-1,0.79,0.88,28,0,0,0,0.08,11,749,2.88,751,226,977,2.88,2.35,5.23,ear elephant,0.182131377,0.258956427,0.33433603
the earth moon.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,1,1.21,1.13,28,0.08,0.143,0.11,0.4,9,4766,3.68,2204,951,3155,3.34,2.98,6.32,earth moon,0.452750667,0.569607149,0.768948041
the earth star.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,2,1,0.89,1.17,28,0.01,0,0,0.21,9,1268,3.1,2204,952,3156,3.34,2.98,6.32,earth star,0.118906435,0.266404689,0.234022165
the elephant circus.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,3,-1,2.62,1.12,29,0.01,0.014,0.01,0.57,14,306,2.49,226,257,483,2.35,2.41,4.76,elephant circus,0.342581875,0.334438674,0.483389263
